Time,Ave_t,Max_t,Min_t,Prec,SLpress,Winddir,Windsp,Cloud
18/03/2021,8.8,12.9,4.6,0,1021.4,338,9,2
17/03/2021,8.7,12.7,4.6,0,1022.3,140,8,2
16/03/2021,8.9,12.7,5.1,0,1022.1,190,9,2
15/03/2021,9.6,12.1,7,0.1,1015.5,4,17,2
14/03/2021,10.8,14.5,7,0,1017.4,156,13,2
13/03/2021,10.5,14.9,6.1,0,1022.1,173,9,2
12/03/2021,10.5,14.9,6.1,0,1025.5,300,8,2
11/03/2021,9.5,12.7,6.3,0.6,1024.9,14,8,2
10/03/2021,8.7,12.7,4.7,0,1027.7,149,9,2
09/03/2021,6.5,11.1,1.9,0,1027.7,156,10,2
08/03/2021,3.2,7.7,-1.2,0,1027.8,158,8,2
07/03/2021,3.2,7.7,-1.2,0,1030.2,290,7,2
06/03/2021,5.6,11,0.2,0,1032.2,344,26,2
05/03/2021,7.8,11,4.7,0,1024.4,117,13,2
04/03/2021,6.9,10,3.8,0,1021,160,10,2
03/03/2021,2.8,7.4,-1.8,0,1024.3,171,13,2
02/03/2021,2.8,7.4,-1.8,0,1029.8,222,14,2
01/03/2021,4,8.5,-0.6,0.4,1024.9,338,27,2
28/02/2021,7.1,12.1,2.1,21.3,1021,75,15,2
27/02/2021,6.5,12.1,0.9,0.2,1026,115,13,2
26/02/2021,5.2,9.6,0.9,0,1025.9,339,8,2
25/02/2021,3,4.5,1.6,4.7,1023.9,3,9,2
24/02/2021,3.9,6.2,1.5,12.8,1025.2,131,8,2
23/02/2021,6,10.5,1.5,0,1029.1,122,9,2
22/02/2021,10.1,15.4,4.7,0,1025.8,12,16,2
21/02/2021,13.2,17.5,8.8,0,1007.9,152,15,2
20/02/2021,10.7,17.5,3.8,0,1008.7,170,12,2
19/02/2021,4.8,13.6,-4,0,1012.1,195,14,2
18/02/2021,1,6.5,-4.5,0,1026,210,12,2
17/02/2021,0.1,4.7,-4.5,0,1029.6,332,27,2
16/02/2021,1.4,4.7,-1.9,0,1023.8,326,26,2
15/02/2021,3,8,-1.9,0,1020.9,283,17,2
14/02/2021,8.4,11.9,5,5,1016.1,63,17,2
13/02/2021,8.8,12.7,5,0.3,1021.7,147,10,2
12/02/2021,7.4,11.4,3.4,0,1024.5,154,9,2
11/02/2021,7.2,11.2,3.3,0,1023.1,161,13,2
10/02/2021,6,11.2,0.9,0,1024.5,166,10,2
09/02/2021,2.1,6.9,-2.6,0,1026.9,183,11,2
08/02/2021,2.8,8.2,-2.6,0,1033.1,253,9,2
07/02/2021,9.2,15.8,2.6,0,1029.1,353,13,2
06/02/2021,9.9,15.8,4,0,1016.5,289,8,2
05/02/2021,4.2,9.4,-1.1,0,1016.4,175,14,2
04/02/2021,2.2,5.6,-1.1,0,1026.7,191,11,2
03/02/2021,1.1,5.3,-3.1,0,1026,254,11,2
02/02/2021,2,7.2,-3.1,0,1028.9,253,11,2
01/02/2021,5,8.9,1,0,1024.3,340,16,2
31/01/2021,6.2,9.1,3.2,0,1019.1,163,13,2
30/01/2021,1.9,9.1,-5.2,0,1024.6,131,9,2
29/01/2021,0.1,5.3,-5.2,0,1024.5,194,11,2
28/01/2021,0.7,5.8,-4.4,0,1029,320,23,2
27/01/2021,3.7,5.8,1.6,0,1023.1,185,16,2
26/01/2021,4.6,7.5,1.7,0,1025.9,332,13,2
25/01/2021,2.5,7.5,-2.4,2.3,1024,347,11,2
24/01/2021,1.6,5.5,-2.4,0,1027.1,176,5,2
23/01/2021,1.8,4.3,-0.7,0,1024.1,324,12,2
22/01/2021,4,8.6,-0.5,0,1022.9,329,14,2
21/01/2021,6.4,8.6,4.2,0,1020.8,326,13,2
20/01/2021,2.9,7.2,-1.4,0,1023.9,140,10,2
19/01/2021,2.1,5.7,-1.4,0,1029,147,17,2
18/01/2021,1.1,5.7,-3.6,0,1027.1,37,13,2
17/01/2021,-1.2,3.2,-5.7,0,1026.3,241,8,2
16/01/2021,-1.2,3.2,-5.7,0,1034.5,322,17,2
15/01/2021,3,9,-3.1,0,1025.2,348,25,2
14/01/2021,6,9,3,0,1015.7,132,13,2
13/01/2021,3.1,8.7,-2.4,0,1016.9,42,14,2
12/01/2021,0.7,5.7,-4.4,0,1014.4,199,12,2
11/01/2021,-1.2,2.2,-4.6,0,1025.2,263,7,2
10/01/2021,-3.7,0,-7.4,0,1031.3,337,13,2
09/01/2021,-6,-1.8,-10.1,0,1029.8,294,13,2
08/01/2021,-10.4,-4.9,-15.9,0,1030.2,304,16,2
07/01/2021,-8.2,-0.6,-15.9,0,1034.8,311,25,2
06/01/2021,-5.2,-0.6,-9.9,0,1032.5,313,28,2
05/01/2021,-0.7,2.9,-4.3,0,1034.1,342,19,2
04/01/2021,1.1,2.9,-0.8,0,1032.2,336,14,2
03/01/2021,0.5,4,-3,0,1032.7,322,6,2
02/01/2021,-0.2,4,-4.5,0,1031.9,305,6,2
01/01/2021,-2.4,3.9,-8.7,0,1027.6,292,8,2
31/12/2020,-6.8,-2.5,-11.2,0,1031.5,294,12,2
30/12/2020,-7.8,-4.3,-11.2,0,1035,312,25,2
29/12/2020,1.9,10.3,-6.6,1.7,1032.9,342,32,2
28/12/2020,7,10.3,3.7,4,1023.9,19,12,2
27/12/2020,6.7,9.6,3.7,0,1020.8,344,5,2
26/12/2020,4.3,9.6,-1,0,1021.1,187,10,2
25/12/2020,3.5,8,-1,0,1025,209,9,2
24/12/2020,5.6,11.1,0.1,0,1025.5,329,11,2
23/12/2020,7,11.1,3,0,1022.3,316,11,2
22/12/2020,4,9.1,-1,0,1024.8,205,9,2
21/12/2020,2,5.1,-1,0,1029.1,237,7,2
20/12/2020,0.5,4.6,-3.7,0,1033.9,327,8,2
19/12/2020,0.4,4.5,-3.7,0,1036.8,318,10,2
18/12/2020,0.9,4.5,-2.6,0,1035.6,356,16,2
17/12/2020,0.2,3,-2.6,0,1031.7,306,8,2
16/12/2020,-0.8,2.2,-3.7,0,1035.2,332,13,2
15/12/2020,-1.4,1.1,-3.8,0,1035.2,333,11,2
14/12/2020,-1.1,1.5,-3.8,0,1035.1,324,19,2
13/12/2020,3.5,9.8,-2.9,2,1030.2,339,29,2
12/12/2020,6.2,9.8,2.7,0,1019.3,228,9,2
11/12/2020,5.7,7.6,3.7,0,1022.1,333,11,2
10/12/2020,5,7.6,2.4,0,1023.1,355,7,2
09/12/2020,2.5,6.9,-1.9,0,1025.1,261,7,2
08/12/2020,1.9,5.8,-1.9,0,1030.3,335,8,2
07/12/2020,5.1,9.6,0.6,0,1033.3,332,22,2
06/12/2020,5.1,9.6,0.6,0,1029.3,338,8,2
05/12/2020,2.5,4.9,0.1,0,1031,325,5,2
04/12/2020,2.2,4.3,0.1,0,1033.5,346,11,2
03/12/2020,2.1,3.9,0.4,0,1035.7,332,22,2
02/12/2020,3,4.6,1.3,0.1,1034.4,337,21,2
01/12/2020,3.7,6.1,1.3,2.7,1035.9,352,13,2
30/11/2020,3,6.1,-0.2,0,1038.4,348,13,2
29/11/2020,2.2,4.7,-0.2,0,1034.9,337,14,2
28/11/2020,3.8,6.9,0.7,0,1033.8,336,18,2
27/11/2020,5.4,8,2.8,0,1035.2,354,17,2
26/11/2020,7.5,9.7,5.3,0,1031,351,15,2
25/11/2020,6.5,9.7,3.4,0,1029.1,350,13,2
24/11/2020,4.2,7.4,0.9,0,1029.5,355,10,2
23/11/2020,3.5,6,0.9,0,1032.1,337,17,2
22/11/2020,4.8,6.3,3.2,0,1032,344,26,2
21/11/2020,6,7.9,4,7.3,1025.4,347,18,2
20/11/2020,8.9,12.6,5.3,0,1026,358,15,2
19/11/2020,12.9,18.9,6.9,0,1016.9,347,19,2
18/11/2020,16.9,18.9,14.9,2.5,1005.4,219,18,2
17/11/2020,15.2,18.1,12.4,45.8,1015.7,145,14,2
16/11/2020,15.2,18.1,12.4,0,1024.2,124,9,2
15/11/2020,14.1,17.4,10.7,0,1026.7,138,5,2
14/11/2020,14.1,17.4,10.7,0,1028.3,172,8,2
13/11/2020,14.8,17.5,12.1,0,1030.3,66,5,2
12/11/2020,15.1,17.5,12.7,0,1028.6,207,9,2
11/11/2020,12.7,17.5,7.8,0,1030.7,182,12,2
10/11/2020,11.3,16.3,6.4,0,1030.2,185,7,2
09/11/2020,11.2,16,6.4,0,1027.7,317,7,2
08/11/2020,14.4,19.1,9.7,0,1029.2,358,13,2
07/11/2020,15.7,19.6,11.7,0,1023,317,9,2
06/11/2020,16.1,19.6,12.5,0,1019.2,305,6,2
05/11/2020,11.8,16.5,7,0,1023,201,11,2
04/11/2020,11.2,15.5,7,0,1024.7,197,9,2
03/11/2020,13.7,18.8,8.6,0,1027.2,346,17,2
02/11/2020,14.8,18.8,10.7,0,1024.7,322,18,2
01/11/2020,15.9,18.3,13.5,0,1021.6,341,12,2
31/10/2020,15.9,19.1,12.7,2,1021.3,226,10,2
30/10/2020,15.2,19.1,11.2,0,1026.7,235,8,2
29/10/2020,15.2,19.2,11.2,0,1027.4,354,5,2
28/10/2020,16.4,20.1,12.7,0,1027.1,4,9,2
27/10/2020,17.1,20.1,14.1,0,1023.7,336,12,2
26/10/2020,16.2,20.4,12,0,1020.1,184,6,2
25/10/2020,13.9,19.6,8.2,0,1020.3,194,7,2
24/10/2020,12.8,17.5,8.2,0,1023.3,259,10,2
23/10/2020,13.4,18.3,8.6,0,1023.2,360,12,2
22/10/2020,16.4,21.9,10.9,0,1020.5,337,16,2
21/10/2020,18.1,21.9,14.2,0,1017.2,322,18,2
20/10/2020,17.4,21.4,13.4,0,1022.8,194,12,2
19/10/2020,16.9,21.4,12.4,0,1026.1,182,6,2
18/10/2020,16,20.9,11.1,0,1024.9,5,7,2
17/10/2020,15.7,20.3,11.1,0,1024.8,267,8,2
16/10/2020,15.4,18.2,12.7,2,1024.6,328,11,2
15/10/2020,15.4,18.2,12.7,0,1026,219,7,2
14/10/2020,16.8,19.6,14,1.4,1028.2,13,5,2
13/10/2020,17.2,20.1,14.4,0.5,1024.1,182,8,2
12/10/2020,19.1,22.3,15.8,0,1021,3,12,2
11/10/2020,19,22.3,15.7,0.2,1017,246,9,2
10/10/2020,19.3,23.1,15.5,0.1,1019.5,120,5,2
09/10/2020,18.7,23.1,14.3,0,1022.4,97,6,2
08/10/2020,18.7,23.1,14.3,0,1026.6,55,8,2
07/10/2020,16.3,20.9,11.7,0,1026.9,42,6,2
06/10/2020,15.2,19.4,11,0,1025.2,302,7,2
05/10/2020,14.4,17.9,11,0,1023.4,344,15,2
04/10/2020,17.2,21.1,13.3,0,1019.7,337,27,2
03/10/2020,18.9,21.7,16.2,2,1016.1,344,8,2
02/10/2020,19.6,23.4,15.8,0,1016,335,16,2
01/10/2020,19.6,23.4,15.8,0.5,1012.5,197,12,2
30/09/2020,20.9,25.9,16,0,1014.6,353,12,2
29/09/2020,21.6,25.9,17.4,0,1013,355,12,2
28/09/2020,20.8,24.2,17.4,0,1015.3,161,6,2
27/09/2020,21.4,24.8,17.9,0,1018.5,98,6,2
26/09/2020,21.4,24.8,17.9,0,1018.2,102,7,2
25/09/2020,21.9,24.7,19,0,1016.1,118,7,2
24/09/2020,21.9,24.7,19.1,0.1,1015.2,26,7,2
23/09/2020,22,24.9,19.1,0,1016.7,72,7,2
22/09/2020,22.1,25.2,19.1,0,1017.5,105,10,2
21/09/2020,24.8,29.7,19.8,0,1017.1,86,8,2
20/09/2020,24.4,29.7,19,0,1016.9,5,8,2
19/09/2020,23.1,27.2,19,0,1016.7,209,9,2
18/09/2020,23.1,27.1,19,0,1015.6,247,11,2
17/09/2020,24.1,28.3,20,0,1012.9,298,10,2
16/09/2020,24.4,28.3,20.6,0,1009.7,341,11,2
15/09/2020,22.6,24.6,20.6,7.6,1009.4,185,11,2
14/09/2020,22.2,24.9,19.5,0,1014.3,156,5,2
13/09/2020,22.1,24.7,19.5,0,1016.6,177,7,2
12/09/2020,23.4,26.9,19.8,1.4,1017.1,68,8,2
11/09/2020,23.4,26.9,19.9,16.3,1013.1,65,9,2
10/09/2020,26.9,31.6,22.3,0.4,1008.4,200,8,2
09/09/2020,26.9,31.6,22.3,0,1008.5,312,8,2
08/09/2020,25.6,29,22.2,2,1010.7,222,7,2
07/09/2020,26.8,31.3,22.2,0,1005.6,331,14,2
06/09/2020,25.4,31.3,19.6,0,1006.5,335,8,2
05/09/2020,23.6,27.5,19.6,0,1009.2,176,14,2
04/09/2020,24.5,28.4,20.6,5.6,1009.8,166,12,2
03/09/2020,25.1,29.5,20.6,0,1007.4,276,13,2
02/09/2020,26.7,29.5,23.9,0,1005.2,320,19,2
01/09/2020,26.1,29.1,23.1,0,1007.7,180,8,2
31/08/2020,26.3,28.3,24.3,9.4,1008.8,183,9,2
30/08/2020,26.1,28.8,23.5,0.9,1009.9,117,12,2
29/08/2020,25.4,28.8,22.1,0.1,1009.2,100,9,2
28/08/2020,25.1,28.2,22.1,0,1006.3,351,7,2
27/08/2020,23.9,25.7,22.1,5.8,1000.9,330,8,2
26/08/2020,24.8,27.4,22.1,2.2,998.3,342,20,2
25/08/2020,25.9,28.7,23,7.5,1002.5,349,8,2
24/08/2020,26.1,28.7,23.5,40.1,1000.6,204,14,2
23/08/2020,25.1,29,21.1,0,1005.5,158,10,2
22/08/2020,24.9,29,20.9,0,1010.9,152,7,2
21/08/2020,24.4,27.9,20.9,9.8,1014.3,355,10,2
20/08/2020,27.6,30.9,24.3,3.8,1012.7,317,15,2
19/08/2020,28.4,30.9,25.8,1.8,1009.3,273,9,2
18/08/2020,28.1,29.8,26.4,0,1009.4,157,10,2
17/08/2020,29.4,32,26.9,0,1010.2,140,10,2
16/08/2020,28.9,32,25.7,0,1008.1,153,9,2
15/08/2020,27.3,30.4,24.2,0,1005.4,171,11,2
14/08/2020,27.3,30.4,24.2,0,1004.3,190,9,2
13/08/2020,27.3,29.3,25.3,35.8,1003.4,204,11,2
12/08/2020,26.8,29.4,24.1,0.2,1007.2,132,12,2
11/08/2020,26.4,29.4,23.3,0.1,1008.2,145,10,2
10/08/2020,26.1,28.8,23.3,0,1002.1,170,9,2
09/08/2020,25.6,28.1,23.1,2,998.9,160,7,2
08/08/2020,24.6,28.1,21.2,2,999,209,5,2
07/08/2020,24.6,28,21.2,7.6,1001.9,73,11,2
06/08/2020,26.2,28.7,23.7,59.9,1006.6,99,10,2
05/08/2020,26.1,28.7,23.4,0.1,1004.5,305,13,2
04/08/2020,26.1,28.9,23.4,1.5,1006.4,131,14,2
03/08/2020,26.2,28.9,23.5,132.2,1004.2,140,13,2
02/08/2020,26.1,28.7,23.5,16.2,1003.4,182,11,2
01/08/2020,26.1,28.7,23.4,40.6,1005.9,163,11,2
31/07/2020,24.9,27.6,22.2,3.9,1009.3,156,8,2
30/07/2020,24.2,26.7,21.7,0,1011.9,141,9,2
29/07/2020,23.9,26.5,21.3,0,1011.3,161,8,2
28/07/2020,23.6,25.8,21.3,0,1009.7,149,9,2
27/07/2020,23.4,25.6,21.3,0,1007.3,155,8,2
26/07/2020,25.6,29.4,21.8,0.1,1006.5,138,7,2
25/07/2020,25.7,30.8,20.6,0,1006.6,172,9,2
24/07/2020,25.7,30.8,20.6,0,1005.9,323,14,2
23/07/2020,23.2,25.5,20.9,2.8,1002.8,340,27,2
22/07/2020,23.3,25.6,21,173.6,1002.7,99,18,2
21/07/2020,25.6,30,21.3,0,1011.1,154,7,2
20/07/2020,25.6,30,21.2,0,1009,184,9,2
19/07/2020,21.9,23.4,20.5,22.1,999.5,320,17,2
18/07/2020,22.8,25,20.5,27.8,1000.7,115,14,2
17/07/2020,24.6,27.4,21.8,2.6,1006.4,144,13,2
16/07/2020,26.6,31.8,21.3,0,1006.5,148,10,2
15/07/2020,25.9,31.8,19.9,2,1005.4,168,6,2
14/07/2020,24.2,28.5,19.9,0,1006.9,241,9,2
13/07/2020,22.9,25.9,20,0.1,1005.4,351,12,2
12/07/2020,23.7,27.1,20.3,6.9,1002.4,43,17,2
11/07/2020,24.6,28.4,20.9,2.1,1007.3,128,11,2
10/07/2020,24.6,28.4,20.7,0,1004.8,181,10,2
09/07/2020,23.4,26.1,20.7,0,1003.1,143,9,2
08/07/2020,24.8,28.5,21.1,0,1005,166,9,2
07/07/2020,24.8,28.5,21.1,0,1006.2,163,7,2
06/07/2020,22.8,24.9,20.6,5.8,999.8,145,8,2
05/07/2020,21.6,24.1,19,0,1000,161,14,2
04/07/2020,21.7,24.4,19,0,1006.7,181,11,2
03/07/2020,22.9,25.7,20.2,0,1009.8,154,5,2
02/07/2020,25.8,31,20.5,2,1008.8,143,11,2
01/07/2020,24.6,31,18.3,0,1006.4,201,11,2
30/06/2020,23.3,28.3,18.3,0,1003.5,304,10,2
29/06/2020,21.6,23.9,19.3,12.3,999.7,18,10,2
28/06/2020,23.3,26.3,20.3,9.7,1004.7,128,10,2
27/06/2020,23.5,26.3,20.7,0,1005.2,160,9,2
26/06/2020,23.6,27.6,19.7,3,1005.5,151,10,2
25/06/2020,23.6,27.6,19.7,0.6,1004.3,209,11,2
24/06/2020,22.3,24.1,20.5,0,1001.2,333,17,2
23/06/2020,21.9,24,19.8,18.6,1000,24,13,2
22/06/2020,21.9,24,19.7,12.5,1007.7,126,12,2
21/06/2020,22,24.3,19.7,0,1007.9,150,9,2
20/06/2020,24.6,29.9,19.3,0,1008.5,157,11,2
19/06/2020,23.9,29.9,17.8,0,1008.6,209,11,2
18/06/2020,19.6,21.5,17.7,3.2,1005.4,335,13,2
17/06/2020,23.4,29.1,17.7,8.5,1004.7,165,7,2
16/06/2020,24.2,29.1,19.4,1.2,1006.1,184,6,2
15/06/2020,25.8,31.8,19.8,0,1007.2,179,8,2
14/06/2020,25.8,31.8,19.7,0,1007.9,223,8,2
13/06/2020,21.6,23.5,19.6,0,1004.7,135,9,2
12/06/2020,21.8,23.9,19.6,0.6,1004.6,132,6,2
11/06/2020,24.2,28.3,20.1,0.8,1005.5,155,10,2
10/06/2020,23.9,28.3,19.5,1.4,1005.9,212,6,2
09/06/2020,21.7,23.9,19.5,5.6,1011.3,109,13,2
08/06/2020,22.2,25.9,18.5,0,1012.8,147,11,2
07/06/2020,21.8,25.9,17.7,0,1009,156,14,2
06/06/2020,21.9,26,17.7,0,1008.5,151,11,2
05/06/2020,23.7,29.1,18.3,0,1007.2,113,10,2
04/06/2020,23.4,29.1,17.7,0,1003.2,127,10,2
03/06/2020,21.6,25.7,17.4,0,1001,161,13,2
02/06/2020,19.5,22.3,16.7,0,1003.7,157,10,2
01/06/2020,18.9,21.9,15.8,17.8,1008.6,157,13,2
31/05/2020,18.4,21,15.8,1.7,1010.6,152,10,2
30/05/2020,19,21.1,16.9,1.2,1013.5,139,11,2
29/05/2020,19.6,22.8,16.3,0,1012.5,141,13,2
28/05/2020,20.1,24.6,15.5,0,1011,148,14,2
27/05/2020,19.7,23.9,15.5,0.8,1009.4,163,10,2
26/05/2020,20.2,23.9,16.5,0,1010.8,247,12,2
25/05/2020,20.3,25.7,14.9,0,1010.3,156,10,2
24/05/2020,20.3,25.7,14.9,0,1012.3,190,13,2
23/05/2020,18.6,21.2,15.9,5.4,1007.8,204,15,2
22/05/2020,17.4,19.5,15.2,0,1007.3,153,14,2
21/05/2020,17.6,20.4,14.7,0,1009.5,144,15,2
20/05/2020,18.6,22.5,14.7,0,1011,159,12,2
19/05/2020,17.5,22.5,12.5,0,1007,341,15,2
18/05/2020,17.4,22.2,12.5,1.3,1001.4,311,23,2
17/05/2020,19.2,22.2,16.3,44.8,999.7,116,18,2
16/05/2020,18.9,23.8,14,0,1004.2,152,12,2
15/05/2020,18.9,23.8,14,0,1005.8,317,9,2
14/05/2020,16.7,19.4,14,1.9,1006.9,119,12,2
13/05/2020,17.7,21.4,14,0,1013.5,168,14,2
12/05/2020,16.8,21.4,12.2,0,1011.9,330,17,2
11/05/2020,16.9,21.7,12.2,1.5,1008.1,282,15,2
10/05/2020,16.6,21.7,11.6,0,1011,198,8,2
09/05/2020,14.2,16.7,11.6,0.1,1007.7,320,21,2
08/05/2020,15.9,18.7,13.1,60.1,1003.8,28,25,2
07/05/2020,15.2,19.4,11.1,5.4,1012.7,121,18,2
06/05/2020,14.5,19.4,9.6,0,1015.1,145,9,2
05/05/2020,14.8,20,9.6,3,1012.8,134,8,2
04/05/2020,16.6,20,13.3,2.3,1013.1,331,18,2
03/05/2020,16.4,19.3,13.4,2,1006.7,164,9,2
02/05/2020,19.1,23.9,14.2,0.8,1004.6,106,10,2
01/05/2020,18.6,23.9,13.3,2.6,1008,157,11,2
30/04/2020,16.6,21.3,11.8,0,1009.5,158,15,2
29/04/2020,16.6,21.3,11.8,0,1013.8,151,16,2
28/04/2020,15.5,21.3,9.7,0,1017.5,190,13,2
27/04/2020,14.4,19.2,9.7,0,1022.6,174,13,2
26/04/2020,14.4,18.9,9.9,0,1021,199,10,2
25/04/2020,16.1,22.9,9.3,0,1015.6,335,17,2
24/04/2020,15.2,22.9,7.4,0,1010.7,217,16,2
23/04/2020,11.3,15.3,7.4,0,1020.5,308,16,2
22/04/2020,10.6,13.5,7.6,0,1022.3,313,17,2
21/04/2020,12.6,17.1,8.1,0,1022.1,341,16,2
20/04/2020,13.3,17.1,9.5,0,1017.6,336,21,2
19/04/2020,14,18.8,9.2,0.9,1012.5,168,9,2
18/04/2020,14.1,19,9.2,5.1,1018,159,9,2
17/04/2020,14.6,19,10.2,0,1015.7,325,19,2
16/04/2020,14.2,17.7,10.6,3.3,1010,170,10,2
15/04/2020,14.8,18.9,10.6,0,1012.3,162,12,2
14/04/2020,13.8,20.1,7.4,0,1013.9,158,11,2
13/04/2020,13.6,20.1,7.1,0,1017.9,231,11,2
12/04/2020,11.8,16.6,7.1,0,1016.7,339,17,2
11/04/2020,11.2,16.4,6.1,0,1020.3,263,12,2
10/04/2020,8.3,11.8,4.9,0,1026.5,310,11,2
09/04/2020,9.2,13.4,4.9,7.3,1026.5,42,10,2
08/04/2020,15.1,21.6,8.5,0,1022.5,112,16,2
07/04/2020,14.5,21.6,7.4,0,1018.8,123,11,2
06/04/2020,9.1,13.4,4.7,0,1019.9,166,13,2
05/04/2020,9.6,14.5,4.7,0,1026.2,183,12,2
04/04/2020,11.9,16.3,7.6,0,1028.5,13,12,2
03/04/2020,11.8,16.3,7.2,0,1022.7,202,10,2
02/04/2020,11.3,15.4,7.2,0,1024.8,317,7,2
01/04/2020,11.2,15.4,7.1,0,1024.3,341,16,2
31/03/2020,9.4,12.8,6.1,0,1018.6,183,11,5
30/03/2020,7.8,11.1,4.5,0,1020.8,168,9,0
29/03/2020,7.7,10.9,4.5,0,1022.1,177,11,5
28/03/2020,8.3,10.9,5.7,0,1026,218,7,4
27/03/2020,10.2,14.4,5.9,0,1026,347,20,6
26/03/2020,10.5,14.4,6.6,0,1016.5,339,26,8
25/03/2020,11.4,14.1,8.8,2,1013.7,122,16,7
24/03/2020,15,21.8,8.2,0,1018.8,149,14,1
23/03/2020,14.9,21.8,8,0,1020.6,140,10,0
22/03/2020,13.6,19.1,8,0,1019.9,177,10,0
21/03/2020,13.2,19.1,7.4,0,1011.8,222,10,3
20/03/2020,11.6,16,7.2,0,1009.6,158,15,0
19/03/2020,11.7,16.1,7.2,0,1015.2,278,19,0
18/03/2020,13.8,20.4,7.3,0,1008.4,177,20,0
17/03/2020,11.6,20.4,2.8,0,1015.6,229,10,0
16/03/2020,9.4,16.1,2.8,0,1020.8,169,14,6
